股票简称,股票代码,最新价,涨跌幅,PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
华光新材,688379,23.95,0.55,28.29,32.58,2.32,3.0552,2.12,-5.02,金属制品
泛亚微透,688386,61.87,5.49,66.31,78.36,7.59,2.4039,14.24,96.45,塑胶制品
普门科技,688389,26.66,-3.48,70.24,78.19,9.43,1.4404,18.88,79.47,医疗行业
固德威,688390,223.81,-0.97,67.29,75.67,12.9,0.3774,10.88,48.52,电力行业
安必平,688393,38.84,-1.99,35.71,42.78,3.03,2.322,8.31,38.08,医疗行业
华润微,688396,63.01,4.95,66.55,86.32,7.9,0.4021,10.89,35.99,电子元件
赛特新材,688398,40.37,-0.88,32.63,34.6,3.77,1.284,5.46,45.42,材料行业
硕世生物,688399,159.9,-0.11,8.5,11.44,4.57,0.0073,3.91,10.72,医疗行业
中信博,688408,129.7,-3.2,62.38,61.66,7.05,0.7192,5.66,27.51,机械行业
艾迪药业,688488,21.37,-0.97,186.4,225.67,6.55,13.2111,27.84,203.43,医药制造
慧辰资讯,688500,35.7,-1.38,35.42,35.98,2.16,1.2522,6.5,295.27,电子信息
芯朋微,688508,84.9,1.8,82.27,96.02,7.2,1.3308,18.82,211.82,电子信息
航亚科技,688510,25.71,-1.49,130.42,110.91,7.05,2.4465,22.71,168.38,航天航空
苑东生物,688513,47.81,-0.04,30.1,32.23,2.68,0.3655,5.94,34.85,医药制造
奥特维,688516,92.8,0.9,46.7,58.94,8.03,0.3604,6.64,50.27,专用设备
科前生物,688526,39.31,-0.48,34.87,40.82,6.35,0.3421,18.52,33.48,医药制造
秦川物联,688528,13.92,-0.07,56.63,50.66,3.1,14.8217,7.48,-61.53,仪器仪表
豪森股份,688529,25.36,-1.13,51.78,39.5,3.11,0.4185,3.35,82.59,汽车行业
思瑞浦,688536,520.89,2.85,242.46,226.73,15.82,1.5897,68.77,431.71,电子元件
瑞联新材,688550,92.1,1.24,33.22,36.85,2.36,1.5658,5.64,29.51,材料行业
高测股份,688556,21.35,-2.78,59.25,58.7,3.39,1.0358,4.3,-42.61,专用设备
兰剑智能,688557,33.96,-1.37,26.52,29.47,2.8,3.1507,5.1,-63.47,专用设备
国盛智科,688558,38.52,-2.48,35.84,42.29,4,0.7312,5.84,72.02,机械行业
明冠新材,688560,21.1,-2.68,32.84,32.82,2.56,61.0222,3.38,-23.76,塑胶制品
吉贝尔,688566,24.15,-1.67,34.31,34.8,2.83,2.0902,7.93,39.73,医药制造
中科星图,688568,60.28,3.22,81.59,89.94,10.72,1.4663,17.34,435.48,软件服务
铁科轨道,688569,18.11,-0.66,25.15,25.55,1.75,10.2392,3.1,24.83,机械行业
杭华股份,688571,8.78,0,23.06,25.71,2.11,0.9278,2.65,18.16,化工行业
浙海德曼,688577,47.56,-1.69,38.12,48.22,3.29,2.4333,5.37,35.12,机械行业
山大地纬,688579,13.09,0.69,53.4,57.41,4.36,2.79,10.68,34.54,软件服务
伟思医疗,688580,139.05,-0.45,60.17,66.15,6.62,1.097,23.67,60.44,医疗行业
上纬新材,688585,10.52,-0.85,43.69,35.66,4.16,0.8121,1.98,-27.73,材料行业
江航装备,688586,25.73,0.9,48.95,53.58,5.26,0.6315,11.36,131.44,航天航空
凌志软件,688588,17.44,-1.8,34.45,34.75,5.65,0.8093,10.68,40.82,软件服务
新致软件,688590,17.93,-1.65,34.56,39.99,3.13,13.0194,2.9,390.26,软件服务
芯海科技,688595,71.08,0.68,101.66,79.58,8.32,0.883,17.33,147.74,软件服务
正帆科技,688596,17,-2.3,33.07,35.09,2.55,0.6237,3.73,107.11,专用设备
金博股份,688598,207.79,1.85,81.3,98.61,12.09,0.4999,31.11,-1031.87,材料行业
天合光能,688599,18.18,-0.66,28.78,30.58,2.46,0.2783,1.16,35.36,电子元件
恒玄科技,688608,282.26,-0.4,121.04,170.73,6.07,0.4402,27.71,100.27,电子元件
三旺通信,688618,38.98,-1.59,31.34,30.57,2.9,2.9417,8.94,46.32,通讯行业
悦康药业,688658,24.11,0.88,22.79,24.54,2.97,0.3362,2.42,17.01,医药制造
鼎通科技,688668,33.9,-1.71,34.15,39.68,3.82,0.9364,7.03,748.04,电子元件
福立旺,688678,21.65,-4.67,31.67,33.64,2.8,8.7749,6.32,27.93,电子元件
通源环境,688679,13.54,-0.88,20.56,19.72,1.68,4.4908,2.01,23.22,环保工程
奥普特,688686,350.89,-0.11,100.19,118.53,12.29,4.7183,38.97,219.4,仪器仪表
伟创电气,688698,17.73,-1.66,32.27,36.45,4.07,0.5627,4.8,81.26,输配电气
明微电子,688699,185,5.47,85.19,125.91,11.95,1.8041,21.45,-367.55,电子元件
中控技术,688777,93.82,4.23,93.69,109.52,11.49,5.4542,12.91,120.72,软件服务
中芯国际,688981,55.14,-0.4,88.4,100.56,4.32,0.5374,15.36,29,电子元件
